,index,label,segment_path,video_class,video_name,dataset
1144,1991,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting036_x264/Fighting036_x264-seg11.mp4,Fighting,Fighting036_x264,ucfcrime
1145,892,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest011_x264/Arrest011_x264-seg26.mp4,Arrest,Arrest011_x264,ucfcrime
1146,1143,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault035_x264/Assault035_x264-seg6.mp4,Assault,Assault035_x264,ucfcrime
1147,780,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest033_x264/Arrest033_x264-seg12.mp4,Arrest,Arrest033_x264,ucfcrime
1148,2713,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery093_x264/Robbery093_x264-seg8.mp4,Robbery,Robbery093_x264,ucfcrime
1149,159,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse026_x264/Abuse026_x264-seg20.mp4,Abuse,Abuse026_x264,ucfcrime
1150,1880,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting009_x264/Fighting009_x264-seg15.mp4,Fighting,Fighting009_x264,ucfcrime
1151,2004,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting036_x264/Fighting036_x264-seg24.mp4,Fighting,Fighting036_x264,ucfcrime
1152,2545,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery071_x264/Robbery071_x264-seg24.mp4,Robbery,Robbery071_x264,ucfcrime
1153,61,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse036_x264/Abuse036_x264-seg10.mp4,Abuse,Abuse036_x264,ucfcrime
1154,849,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest021_x264/Arrest021_x264-seg19.mp4,Arrest,Arrest021_x264,ucfcrime
1155,2334,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery026_x264/Robbery026_x264-seg20.mp4,Robbery,Robbery026_x264,ucfcrime
1156,3164,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery003_x264/Robbery003_x264-seg13.mp4,Robbery,Robbery003_x264,ucfcrime
1157,1951,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting020_x264/Fighting020_x264-seg0.mp4,Fighting,Fighting020_x264,ucfcrime
1158,1596,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault017_x264/Assault017_x264-seg17.mp4,Assault,Assault017_x264,ucfcrime
1159,1776,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting006_x264/Fighting006_x264-seg2.mp4,Fighting,Fighting006_x264,ucfcrime
1160,1043,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault027_x264/Assault027_x264-seg1.mp4,Assault,Assault027_x264,ucfcrime
1161,3106,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery016_x264/Robbery016_x264-seg20.mp4,Robbery,Robbery016_x264,ucfcrime
1162,1544,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault026_x264/Assault026_x264-seg20.mp4,Assault,Assault026_x264,ucfcrime
1163,2185,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting007_x264/Fighting007_x264-seg14.mp4,Fighting,Fighting007_x264,ucfcrime
1164,1961,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting049_x264/Fighting049_x264-seg13.mp4,Fighting,Fighting049_x264,ucfcrime
1165,1070,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault045_x264/Assault045_x264-seg8.mp4,Assault,Assault045_x264,ucfcrime
1166,53,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse038_x264/Abuse038_x264-seg18.mp4,Abuse,Abuse038_x264,ucfcrime
1167,3161,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery023_x264/Robbery023_x264-seg9.mp4,Robbery,Robbery023_x264,ucfcrime
1168,2670,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery028_x264/Robbery028_x264-seg27.mp4,Robbery,Robbery028_x264,ucfcrime
1169,1797,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting021_x264/Fighting021_x264-seg8.mp4,Fighting,Fighting021_x264,ucfcrime
1170,258,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse046_x264/Abuse046_x264-seg3.mp4,Abuse,Abuse046_x264,ucfcrime
1171,505,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse003_x264/Abuse003_x264-seg9.mp4,Abuse,Abuse003_x264,ucfcrime
1172,752,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest028_x264/Arrest028_x264-seg20.mp4,Arrest,Arrest028_x264,ucfcrime
1173,2743,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery051_x264/Robbery051_x264-seg31.mp4,Robbery,Robbery051_x264,ucfcrime
1174,217,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse021_x264/Abuse021_x264-seg0.mp4,Abuse,Abuse021_x264,ucfcrime
1175,824,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest026_x264/Arrest026_x264-seg6.mp4,Arrest,Arrest026_x264,ucfcrime
1176,1849,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting039_x264/Fighting039_x264-seg28.mp4,Fighting,Fighting039_x264,ucfcrime
1177,3280,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery041_x264/Robbery041_x264-seg15.mp4,Robbery,Robbery041_x264,ucfcrime
1178,2846,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery023_x264/Robbery023_x264-seg6.mp4,Robbery,Robbery023_x264,ucfcrime
1179,1389,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault019_x264/Assault019_x264-seg15.mp4,Assault,Assault019_x264,ucfcrime
1180,2736,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery042_x264/Robbery042_x264-seg3.mp4,Robbery,Robbery042_x264,ucfcrime
1181,1266,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault028_x264/Assault028_x264-seg19.mp4,Assault,Assault028_x264,ucfcrime
1182,2696,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery072_x264/Robbery072_x264-seg26.mp4,Robbery,Robbery072_x264,ucfcrime
1183,2254,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting025_x264/Fighting025_x264-seg8.mp4,Fighting,Fighting025_x264,ucfcrime
1184,1598,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault052_x264/Assault052_x264-seg15.mp4,Assault,Assault052_x264,ucfcrime
1185,2246,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting039_x264/Fighting039_x264-seg8.mp4,Fighting,Fighting039_x264,ucfcrime
1186,1607,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault050_x264/Assault050_x264-seg15.mp4,Assault,Assault050_x264,ucfcrime
1187,1988,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting040_x264/Fighting040_x264-seg9.mp4,Fighting,Fighting040_x264,ucfcrime
1188,771,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest020_x264/Arrest020_x264-seg13.mp4,Arrest,Arrest020_x264,ucfcrime
1189,3067,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery062_x264/Robbery062_x264-seg13.mp4,Robbery,Robbery062_x264,ucfcrime
1190,3017,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery003_x264/Robbery003_x264-seg11.mp4,Robbery,Robbery003_x264,ucfcrime
1191,1176,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault002_x264/Assault002_x264-seg28.mp4,Assault,Assault002_x264,ucfcrime
1192,2934,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery009_x264/Robbery009_x264-seg22.mp4,Robbery,Robbery009_x264,ucfcrime
1193,1085,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault022_x264/Assault022_x264-seg12.mp4,Assault,Assault022_x264,ucfcrime
1194,2245,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting006_x264/Fighting006_x264-seg20.mp4,Fighting,Fighting006_x264,ucfcrime
1195,2244,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting007_x264/Fighting007_x264-seg10.mp4,Fighting,Fighting007_x264,ucfcrime
1196,1325,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault016_x264/Assault016_x264-seg17.mp4,Assault,Assault016_x264,ucfcrime
1197,2323,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery030_x264/Robbery030_x264-seg8.mp4,Robbery,Robbery030_x264,ucfcrime
1198,2732,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery096_x264/Robbery096_x264-seg20.mp4,Robbery,Robbery096_x264,ucfcrime
1199,806,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest003_x264/Arrest003_x264-seg7.mp4,Arrest,Arrest003_x264,ucfcrime
1200,1995,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting009_x264/Fighting009_x264-seg24.mp4,Fighting,Fighting009_x264,ucfcrime
1201,1403,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault050_x264/Assault050_x264-seg22.mp4,Assault,Assault050_x264,ucfcrime
1202,2272,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery053_x264/Robbery053_x264-seg2.mp4,Robbery,Robbery053_x264,ucfcrime
1203,2586,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery009_x264/Robbery009_x264-seg31.mp4,Robbery,Robbery009_x264,ucfcrime
1204,2340,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery026_x264/Robbery026_x264-seg21.mp4,Robbery,Robbery026_x264,ucfcrime
1205,2914,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery058_x264/Robbery058_x264-seg11.mp4,Robbery,Robbery058_x264,ucfcrime
1206,1163,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault025_x264/Assault025_x264-seg9.mp4,Assault,Assault025_x264,ucfcrime
1207,963,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest021_x264/Arrest021_x264-seg27.mp4,Arrest,Arrest021_x264,ucfcrime
1208,3175,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery033_x264/Robbery033_x264-seg21.mp4,Robbery,Robbery033_x264,ucfcrime
1209,2015,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting016_x264/Fighting016_x264-seg9.mp4,Fighting,Fighting016_x264,ucfcrime
1210,398,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse011_x264/Abuse011_x264-seg22.mp4,Abuse,Abuse011_x264,ucfcrime
1211,584,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest017_x264/Arrest017_x264-seg14.mp4,Arrest,Arrest017_x264,ucfcrime
1212,948,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest005_x264/Arrest005_x264-seg17.mp4,Arrest,Arrest005_x264,ucfcrime
1213,704,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest013_x264/Arrest013_x264-seg29.mp4,Arrest,Arrest013_x264,ucfcrime
1214,431,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse009_x264/Abuse009_x264-seg15.mp4,Abuse,Abuse009_x264,ucfcrime
1215,1688,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting025_x264/Fighting025_x264-seg0.mp4,Fighting,Fighting025_x264,ucfcrime
1216,292,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse006_x264/Abuse006_x264-seg31.mp4,Abuse,Abuse006_x264,ucfcrime
1217,145,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse036_x264/Abuse036_x264-seg7.mp4,Abuse,Abuse036_x264,ucfcrime
1218,323,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse026_x264/Abuse026_x264-seg8.mp4,Abuse,Abuse026_x264,ucfcrime
1219,2830,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery008_x264/Robbery008_x264-seg25.mp4,Robbery,Robbery008_x264,ucfcrime
1220,2312,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery053_x264/Robbery053_x264-seg24.mp4,Robbery,Robbery053_x264,ucfcrime
1221,1165,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault001_x264/Assault001_x264-seg18.mp4,Assault,Assault001_x264,ucfcrime
1222,1452,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault017_x264/Assault017_x264-seg19.mp4,Assault,Assault017_x264,ucfcrime
1223,2,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse046_x264/Abuse046_x264-seg17.mp4,Abuse,Abuse046_x264,ucfcrime
1224,1712,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting038_x264/Fighting038_x264-seg24.mp4,Fighting,Fighting038_x264,ucfcrime
1225,576,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest028_x264/Arrest028_x264-seg2.mp4,Arrest,Arrest028_x264,ucfcrime
1226,3006,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery009_x264/Robbery009_x264-seg10.mp4,Robbery,Robbery009_x264,ucfcrime
1227,339,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse045_x264/Abuse045_x264-seg31.mp4,Abuse,Abuse045_x264,ucfcrime
1228,1382,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault030_x264/Assault030_x264-seg13.mp4,Assault,Assault030_x264,ucfcrime
1229,1925,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting040_x264/Fighting040_x264-seg23.mp4,Fighting,Fighting040_x264,ucfcrime
1230,925,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest005_x264/Arrest005_x264-seg23.mp4,Arrest,Arrest005_x264,ucfcrime
1231,265,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse042_x264/Abuse042_x264-seg25.mp4,Abuse,Abuse042_x264,ucfcrime
1232,376,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse016_x264/Abuse016_x264-seg16.mp4,Abuse,Abuse016_x264,ucfcrime
1233,2566,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery020_x264/Robbery020_x264-seg14.mp4,Robbery,Robbery020_x264,ucfcrime
1234,1771,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting034_x264/Fighting034_x264-seg20.mp4,Fighting,Fighting034_x264,ucfcrime
1235,1463,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault007_x264/Assault007_x264-seg24.mp4,Assault,Assault007_x264,ucfcrime
1236,271,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse049_x264/Abuse049_x264-seg14.mp4,Abuse,Abuse049_x264,ucfcrime
1237,696,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest029_x264/Arrest029_x264-seg23.mp4,Arrest,Arrest029_x264,ucfcrime
1238,3254,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery043_x264/Robbery043_x264-seg7.mp4,Robbery,Robbery043_x264,ucfcrime
1239,244,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse005_x264/Abuse005_x264-seg15.mp4,Abuse,Abuse005_x264,ucfcrime
1240,3078,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery056_x264/Robbery056_x264-seg12.mp4,Robbery,Robbery056_x264,ucfcrime
1241,476,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse008_x264/Abuse008_x264-seg1.mp4,Abuse,Abuse008_x264,ucfcrime
1242,2792,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery038_x264/Robbery038_x264-seg15.mp4,Robbery,Robbery038_x264,ucfcrime
1243,3276,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery006_x264/Robbery006_x264-seg14.mp4,Robbery,Robbery006_x264,ucfcrime
1244,813,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest028_x264/Arrest028_x264-seg10.mp4,Arrest,Arrest028_x264,ucfcrime
1245,2031,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting024_x264/Fighting024_x264-seg7.mp4,Fighting,Fighting024_x264,ucfcrime
1246,2050,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting026_x264/Fighting026_x264-seg6.mp4,Fighting,Fighting026_x264,ucfcrime
1247,2775,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery035_x264/Robbery035_x264-seg19.mp4,Robbery,Robbery035_x264,ucfcrime
1248,3047,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery058_x264/Robbery058_x264-seg13.mp4,Robbery,Robbery058_x264,ucfcrime
1249,3231,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery100_x264/Robbery100_x264-seg18.mp4,Robbery,Robbery100_x264,ucfcrime
1250,1164,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault049_x264/Assault049_x264-seg26.mp4,Assault,Assault049_x264,ucfcrime
1251,1804,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting011_x264/Fighting011_x264-seg18.mp4,Fighting,Fighting011_x264,ucfcrime
1252,2378,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery095_x264/Robbery095_x264-seg15.mp4,Robbery,Robbery095_x264,ucfcrime
1253,250,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse022_x264/Abuse022_x264-seg17.mp4,Abuse,Abuse022_x264,ucfcrime
1254,413,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse043_x264/Abuse043_x264-seg8.mp4,Abuse,Abuse043_x264,ucfcrime
1255,545,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse024_x264/Abuse024_x264-seg19.mp4,Abuse,Abuse024_x264,ucfcrime
1256,1193,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault040_x264/Assault040_x264-seg19.mp4,Assault,Assault040_x264,ucfcrime
1257,738,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest032_x264/Arrest032_x264-seg7.mp4,Arrest,Arrest032_x264,ucfcrime
1258,310,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse011_x264/Abuse011_x264-seg30.mp4,Abuse,Abuse011_x264,ucfcrime
1259,2044,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting011_x264/Fighting011_x264-seg9.mp4,Fighting,Fighting011_x264,ucfcrime
1260,893,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest003_x264/Arrest003_x264-seg16.mp4,Arrest,Arrest003_x264,ucfcrime
1261,1131,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault040_x264/Assault040_x264-seg26.mp4,Assault,Assault040_x264,ucfcrime
1262,1449,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault008_x264/Assault008_x264-seg17.mp4,Assault,Assault008_x264,ucfcrime
1263,3181,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery033_x264/Robbery033_x264-seg12.mp4,Robbery,Robbery033_x264,ucfcrime
1264,15,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse019_x264/Abuse019_x264-seg17.mp4,Abuse,Abuse019_x264,ucfcrime
1265,2194,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting007_x264/Fighting007_x264-seg16.mp4,Fighting,Fighting007_x264,ucfcrime
1266,721,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest008_x264/Arrest008_x264-seg17.mp4,Arrest,Arrest008_x264,ucfcrime
1267,1420,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault015_x264/Assault015_x264-seg11.mp4,Assault,Assault015_x264,ucfcrime
1268,3238,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery026_x264/Robbery026_x264-seg13.mp4,Robbery,Robbery026_x264,ucfcrime
1269,981,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest048_x264/Arrest048_x264-seg16.mp4,Arrest,Arrest048_x264,ucfcrime
1270,2307,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery067_x264/Robbery067_x264-seg27.mp4,Robbery,Robbery067_x264,ucfcrime
1271,1539,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault051_x264/Assault051_x264-seg20.mp4,Assault,Assault051_x264,ucfcrime
1272,2768,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery020_x264/Robbery020_x264-seg24.mp4,Robbery,Robbery020_x264,ucfcrime
1273,1911,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting035_x264/Fighting035_x264-seg1.mp4,Fighting,Fighting035_x264,ucfcrime
1274,1550,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault036_x264/Assault036_x264-seg17.mp4,Assault,Assault036_x264,ucfcrime
1275,2648,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery105_x264/Robbery105_x264-seg24.mp4,Robbery,Robbery105_x264,ucfcrime
1276,363,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse043_x264/Abuse043_x264-seg9.mp4,Abuse,Abuse043_x264,ucfcrime
1277,982,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest038_x264/Arrest038_x264-seg30.mp4,Arrest,Arrest038_x264,ucfcrime
1278,182,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse032_x264/Abuse032_x264-seg29.mp4,Abuse,Abuse032_x264,ucfcrime
1279,985,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest005_x264/Arrest005_x264-seg20.mp4,Arrest,Arrest005_x264,ucfcrime
1280,2328,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery067_x264/Robbery067_x264-seg23.mp4,Robbery,Robbery067_x264,ucfcrime
1281,1194,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault044_x264/Assault044_x264-seg25.mp4,Assault,Assault044_x264,ucfcrime
1282,2093,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting006_x264/Fighting006_x264-seg10.mp4,Fighting,Fighting006_x264,ucfcrime
1283,2029,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting036_x264/Fighting036_x264-seg17.mp4,Fighting,Fighting036_x264,ucfcrime
1284,1121,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault007_x264/Assault007_x264-seg8.mp4,Assault,Assault007_x264,ucfcrime
1285,2456,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery062_x264/Robbery062_x264-seg19.mp4,Robbery,Robbery062_x264,ucfcrime
1286,187,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse031_x264/Abuse031_x264-seg7.mp4,Abuse,Abuse031_x264,ucfcrime
1287,619,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest017_x264/Arrest017_x264-seg16.mp4,Arrest,Arrest017_x264,ucfcrime
1288,1954,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting036_x264/Fighting036_x264-seg25.mp4,Fighting,Fighting036_x264,ucfcrime
1289,1175,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault015_x264/Assault015_x264-seg14.mp4,Assault,Assault015_x264,ucfcrime
1290,1182,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault014_x264/Assault014_x264-seg23.mp4,Assault,Assault014_x264,ucfcrime
1291,2608,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery071_x264/Robbery071_x264-seg27.mp4,Robbery,Robbery071_x264,ucfcrime
1292,2411,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery064_x264/Robbery064_x264-seg19.mp4,Robbery,Robbery064_x264,ucfcrime
1293,614,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest003_x264/Arrest003_x264-seg31.mp4,Arrest,Arrest003_x264,ucfcrime
1294,1513,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault017_x264/Assault017_x264-seg14.mp4,Assault,Assault017_x264,ucfcrime
1295,1466,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault007_x264/Assault007_x264-seg29.mp4,Assault,Assault007_x264,ucfcrime
1296,401,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse023_x264/Abuse023_x264-seg18.mp4,Abuse,Abuse023_x264,ucfcrime
1297,994,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest025_x264/Arrest025_x264-seg19.mp4,Arrest,Arrest025_x264,ucfcrime
