,Unnamed: 0,index,label,segment_path,video_class,video_name,dataset,resized,bright,contrast,flip_lr,hue_adjust
271,693,3123,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery064_x264/Robbery064_x264-seg12.mp4,Robbery,Robbery064_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery064_x264-4fd6a643f1_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery064_x264-4fd6a643f1_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery064_x264-4fd6a643f1_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery064_x264-4fd6a643f1_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery064_x264-4fd6a643f1_1_hue_adjust.mp4
272,694,1652,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting034_x264/Fighting034_x264-seg2.mp4,Fighting,Fighting034_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting034_x264-50a91cf4d2_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting034_x264-50a91cf4d2_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting034_x264-50a91cf4d2_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting034_x264-50a91cf4d2_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting034_x264-50a91cf4d2_0_hue_adjust.mp4
273,695,2248,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting004_x264/Fighting004_x264-seg14.mp4,Fighting,Fighting004_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting004_x264-9f730a0164_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting004_x264-9f730a0164_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting004_x264-9f730a0164_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting004_x264-9f730a0164_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting004_x264-9f730a0164_1_hue_adjust.mp4
274,696,2453,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery054_x264/Robbery054_x264-seg22.mp4,Robbery,Robbery054_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery054_x264-7c432805e2_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery054_x264-7c432805e2_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery054_x264-7c432805e2_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery054_x264-7c432805e2_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery054_x264-7c432805e2_0_hue_adjust.mp4
275,697,1307,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault037_x264/Assault037_x264-seg9.mp4,Assault,Assault037_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault037_x264-178b6bee03_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault037_x264-178b6bee03_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault037_x264-178b6bee03_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault037_x264-178b6bee03_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault037_x264-178b6bee03_0_hue_adjust.mp4
276,698,3054,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery058_x264/Robbery058_x264-seg14.mp4,Robbery,Robbery058_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery058_x264-378984a6c1_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery058_x264-378984a6c1_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery058_x264-378984a6c1_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery058_x264-378984a6c1_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery058_x264-378984a6c1_1_hue_adjust.mp4
277,699,575,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest002_x264/Arrest002_x264-seg10.mp4,Arrest,Arrest002_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Arrest002_x264-6961a4de64_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Arrest002_x264-6961a4de64_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Arrest002_x264-6961a4de64_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Arrest002_x264-6961a4de64_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Arrest002_x264-6961a4de64_0_hue_adjust.mp4
278,700,2148,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting004_x264/Fighting004_x264-seg21.mp4,Fighting,Fighting004_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting004_x264-6b4b5120f5_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting004_x264-6b4b5120f5_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting004_x264-6b4b5120f5_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting004_x264-6b4b5120f5_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting004_x264-6b4b5120f5_1_hue_adjust.mp4
279,701,2812,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery053_x264/Robbery053_x264-seg15.mp4,Robbery,Robbery053_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery053_x264-9145c63fa0_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery053_x264-9145c63fa0_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery053_x264-9145c63fa0_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery053_x264-9145c63fa0_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery053_x264-9145c63fa0_1_hue_adjust.mp4
280,702,2867,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery070_x264/Robbery070_x264-seg26.mp4,Robbery,Robbery070_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery070_x264-1fb6d63173_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery070_x264-1fb6d63173_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery070_x264-1fb6d63173_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery070_x264-1fb6d63173_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery070_x264-1fb6d63173_1_hue_adjust.mp4
281,703,1299,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault009_x264/Assault009_x264-seg2.mp4,Assault,Assault009_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault009_x264-d6dc1a5a84_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault009_x264-d6dc1a5a84_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault009_x264-d6dc1a5a84_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault009_x264-d6dc1a5a84_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault009_x264-d6dc1a5a84_0_hue_adjust.mp4
282,704,3109,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery075_x264/Robbery075_x264-seg2.mp4,Robbery,Robbery075_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery075_x264-d7d658a721_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery075_x264-d7d658a721_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery075_x264-d7d658a721_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery075_x264-d7d658a721_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery075_x264-d7d658a721_1_hue_adjust.mp4
283,705,1601,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault028_x264/Assault028_x264-seg9.mp4,Assault,Assault028_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault028_x264-74e0d1e3bb_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault028_x264-74e0d1e3bb_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault028_x264-74e0d1e3bb_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault028_x264-74e0d1e3bb_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault028_x264-74e0d1e3bb_1_hue_adjust.mp4
284,706,1436,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault031_x264/Assault031_x264-seg10.mp4,Assault,Assault031_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault031_x264-76e064f4e1_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault031_x264-76e064f4e1_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault031_x264-76e064f4e1_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault031_x264-76e064f4e1_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault031_x264-76e064f4e1_1_hue_adjust.mp4
285,707,843,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest029_x264/Arrest029_x264-seg9.mp4,Arrest,Arrest029_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Arrest029_x264-9f943db28d_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Arrest029_x264-9f943db28d_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Arrest029_x264-9f943db28d_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Arrest029_x264-9f943db28d_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Arrest029_x264-9f943db28d_1_hue_adjust.mp4
286,708,3237,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery100_x264/Robbery100_x264-seg27.mp4,Robbery,Robbery100_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery100_x264-7f85681fba_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery100_x264-7f85681fba_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery100_x264-7f85681fba_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery100_x264-7f85681fba_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery100_x264-7f85681fba_1_hue_adjust.mp4
287,709,269,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse026_x264/Abuse026_x264-seg30.mp4,Abuse,Abuse026_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse026_x264-9f653d8911_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse026_x264-9f653d8911_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse026_x264-9f653d8911_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse026_x264-9f653d8911_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse026_x264-9f653d8911_0_hue_adjust.mp4
288,710,629,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest003_x264/Arrest003_x264-seg19.mp4,Arrest,Arrest003_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Arrest003_x264-0a1bf90ed6_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Arrest003_x264-0a1bf90ed6_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Arrest003_x264-0a1bf90ed6_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Arrest003_x264-0a1bf90ed6_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Arrest003_x264-0a1bf90ed6_0_hue_adjust.mp4
289,711,1033,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault019_x264/Assault019_x264-seg2.mp4,Assault,Assault019_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault019_x264-67486ee081_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault019_x264-67486ee081_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault019_x264-67486ee081_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault019_x264-67486ee081_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault019_x264-67486ee081_0_hue_adjust.mp4
290,712,286,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse023_x264/Abuse023_x264-seg21.mp4,Abuse,Abuse023_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse023_x264-9ab55df073_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse023_x264-9ab55df073_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse023_x264-9ab55df073_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse023_x264-9ab55df073_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse023_x264-9ab55df073_1_hue_adjust.mp4
291,713,1326,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault026_x264/Assault026_x264-seg9.mp4,Assault,Assault026_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault026_x264-e763675dba_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault026_x264-e763675dba_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault026_x264-e763675dba_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault026_x264-e763675dba_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault026_x264-e763675dba_1_hue_adjust.mp4
292,714,2423,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery034_x264/Robbery034_x264-seg31.mp4,Robbery,Robbery034_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery034_x264-4bfe778119_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery034_x264-4bfe778119_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery034_x264-4bfe778119_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery034_x264-4bfe778119_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery034_x264-4bfe778119_0_hue_adjust.mp4
293,715,300,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse043_x264/Abuse043_x264-seg2.mp4,Abuse,Abuse043_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse043_x264-e39d37f02d_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse043_x264-e39d37f02d_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse043_x264-e39d37f02d_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse043_x264-e39d37f02d_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse043_x264-e39d37f02d_1_hue_adjust.mp4
294,716,2223,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting004_x264/Fighting004_x264-seg29.mp4,Fighting,Fighting004_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting004_x264-c785dbb63a_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting004_x264-c785dbb63a_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting004_x264-c785dbb63a_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting004_x264-c785dbb63a_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting004_x264-c785dbb63a_1_hue_adjust.mp4
295,717,2932,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery003_x264/Robbery003_x264-seg10.mp4,Robbery,Robbery003_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery003_x264-fa97d7605e_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery003_x264-fa97d7605e_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery003_x264-fa97d7605e_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery003_x264-fa97d7605e_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery003_x264-fa97d7605e_1_hue_adjust.mp4
296,718,3173,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery091_x264/Robbery091_x264-seg10.mp4,Robbery,Robbery091_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery091_x264-7db20d1827_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery091_x264-7db20d1827_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery091_x264-7db20d1827_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery091_x264-7db20d1827_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery091_x264-7db20d1827_1_hue_adjust.mp4
297,719,1815,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting030_x264/Fighting030_x264-seg24.mp4,Fighting,Fighting030_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting030_x264-420a49fc62_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting030_x264-420a49fc62_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting030_x264-420a49fc62_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting030_x264-420a49fc62_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting030_x264-420a49fc62_0_hue_adjust.mp4
298,720,65,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse024_x264/Abuse024_x264-seg13.mp4,Abuse,Abuse024_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse024_x264-d8dd79c969_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse024_x264-d8dd79c969_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse024_x264-d8dd79c969_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse024_x264-d8dd79c969_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse024_x264-d8dd79c969_0_hue_adjust.mp4
299,721,3055,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery051_x264/Robbery051_x264-seg16.mp4,Robbery,Robbery051_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery051_x264-2da7067aac_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery051_x264-2da7067aac_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery051_x264-2da7067aac_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery051_x264-2da7067aac_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery051_x264-2da7067aac_1_hue_adjust.mp4
300,722,890,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Arrest/Arrest005_x264/Arrest005_x264-seg19.mp4,Arrest,Arrest005_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Arrest005_x264-e6be6e5ea0_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Arrest005_x264-e6be6e5ea0_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Arrest005_x264-e6be6e5ea0_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Arrest005_x264-e6be6e5ea0_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Arrest005_x264-e6be6e5ea0_1_hue_adjust.mp4
301,723,1809,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting009_x264/Fighting009_x264-seg1.mp4,Fighting,Fighting009_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting009_x264-45e5efeec7_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting009_x264-45e5efeec7_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting009_x264-45e5efeec7_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting009_x264-45e5efeec7_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting009_x264-45e5efeec7_0_hue_adjust.mp4
302,724,2958,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery026_x264/Robbery026_x264-seg14.mp4,Robbery,Robbery026_x264,ucfCrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery026_x264-1f9f85c197_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery026_x264-1f9f85c197_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery026_x264-1f9f85c197_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery026_x264-1f9f85c197_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery026_x264-1f9f85c197_1_hue_adjust.mp4
